displayName,guid,type
foreignIdentifier,"3e97891e-8c01-11d0-afda-00c04fd930c9","AD Attribute"
friendlyNames,"7bfdcb88-4807-11d1-a9c3-0000f80367c1","AD Attribute"
fromEntry,"9a7ad949-ca53-11d1-bbd0-0080c76670c0","AD Attribute"
fromServer,"bf967979-0de6-11d0-a285-00aa003049e2","AD Attribute"
frsComputerReference,"2a132578-9373-11d1-aebc-0000f80367c1","AD Attribute"
frsComputerReferenceBL,"2a132579-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSControlDataCreation,"2a13257a-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSControlInboundBacklog,"2a13257b-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSControlOutboundBacklog,"2a13257c-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSDirectoryFilter,"1be8f171-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSDSPoll,"1be8f177-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSExtensions,"52458020-ca6a-11d0-afff-0000f80367c1","AD Attribute"
fRSFaultCondition,"1be8f178-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSFileFilter,"1be8f170-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSFlags,"2a13257d-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSLevelLimit,"5245801e-ca6a-11d0-afff-0000f80367c1","AD Attribute"
fRSMemberReference,"2a13257e-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSMemberReferenceBL,"2a13257f-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSPartnerAuthLevel,"2a132580-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSPrimaryMember,"2a132581-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSReplicaSetGUID,"5245801a-ca6a-11d0-afff-0000f80367c1","AD Attribute"
fRSReplicaSetType,"26d9736b-6070-11d1-a9c6-0000f80367c1","AD Attribute"
fRSRootPath,"1be8f174-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSRootSecurity,"5245801f-ca6a-11d0-afff-0000f80367c1","AD Attribute"
fRSServiceCommand,"ddac0cee-af8f-11d0-afeb-00c04fd930c9","AD Attribute"
fRSServiceCommandStatus,"2a132582-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSStagingPath,"1be8f175-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSTimeLastCommand,"2a132583-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSTimeLastConfigChange,"2a132584-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSUpdateTimeout,"1be8f172-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fRSVersion,"2a132585-9373-11d1-aebc-0000f80367c1","AD Attribute"
fRSVersionGUID,"26d9736c-6070-11d1-a9c6-0000f80367c1","AD Attribute"
fRSWorkingPath,"1be8f173-a9ff-11d0-afe2-00c04fd930c9","AD Attribute"
fSMORoleOwner,"66171887-8f3c-11d0-afda-00c04fd930c9","AD Attribute"
garbageCollPeriod,"5fd424a1-1262-11d0-a060-00aa006c33ed","AD Attribute"
generatedConnection,"bf96797a-0de6-11d0-a285-00aa003049e2","AD Attribute"
generationQualifier,"16775804-47f3-11d1-a9c3-0000f80367c1","AD Attribute"
givenName,"f0f8ff8e-1191-11d0-a060-00aa006c33ed","AD Attribute"
globalAddressList,"f754c748-06f4-11d2-aa53-00c04fd7d83a","AD Attribute"
governsID,"bf96797d-0de6-11d0-a285-00aa003049e2","AD Attribute"
gPLink,"f30e3bbe-9ff0-11d1-b603-0000f80367c1","AD Attribute"
gPOptions,"f30e3bbf-9ff0-11d1-b603-0000f80367c1","AD Attribute"
gPCFileSysPath,"f30e3bc1-9ff0-11d1-b603-0000f80367c1","AD Attribute"
gPCFunctionalityVersion,"f30e3bc0-9ff0-11d1-b603-0000f80367c1","AD Attribute"
gPCMachineExtensionNames,"32ff8ecc-783f-11d2-9916-0000f87a57d4","AD Attribute"
gPCUserExtensionNames,"42a75fc6-783f-11d2-9916-0000f87a57d4","AD Attribute"
gPCWQLFilter,"7bd4c7a6-1add-4436-8c04-3999a880154c","AD Attribute"
groupAttributes,"bf96797e-0de6-11d0-a285-00aa003049e2","AD Attribute"
groupMembershipSAM,"bf967980-0de6-11d0-a285-00aa003049e2","AD Attribute"
groupPriority,"eea65905-8ac6-11d0-afda-00c04fd930c9","AD Attribute"
groupType,"9a9a021e-4a5b-11d1-a9c3-0000f80367c1","AD Attribute"
groupsToIgnore,"eea65904-8ac6-11d0-afda-00c04fd930c9","AD Attribute"
hasMasterNCs,"bf967982-0de6-11d0-a285-00aa003049e2","AD Attribute"
hasPartialReplicaNCs,"bf967981-0de6-11d0-a285-00aa003049e2","AD Attribute"
helpData16,"5fd424a7-1262-11d0-a060-00aa006c33ed","AD Attribute"
helpData32,"5fd424a8-1262-11d0-a060-00aa006c33ed","AD Attribute"
helpFileName,"5fd424a9-1262-11d0-a060-00aa006c33ed","AD Attribute"
hideFromAB,"ec05b750-a977-4efe-8e8d-ba6c1a6e33a8","AD Attribute"
homeDirectory,"bf967985-0de6-11d0-a285-00aa003049e2","AD Attribute"
homeDrive,"bf967986-0de6-11d0-a285-00aa003049e2","AD Attribute"
houseIdentifier,"a45398b7-c44a-4eb6-82d3-13c10946dbfe","AD Attribute"
host,"6043df71-fa48-46cf-ab7c-cbd54644b22d","AD Attribute"
iconPath,"f0f8ff83-1191-11d0-a060-00aa006c33ed","AD Attribute"
implementedCategories,"7d6c0e92-7e20-11d0-afd6-00c04fd930c9","AD Attribute"
indexedScopes,"7bfdcb87-4807-11d1-a9c3-0000f80367c1","AD Attribute"
initialAuthIncoming,"52458023-ca6a-11d0-afff-0000f80367c1","AD Attribute"
initialAuthOutgoing,"52458024-ca6a-11d0-afff-0000f80367c1","AD Attribute"
initials,"f0f8ff90-1191-11d0-a060-00aa006c33ed","AD Attribute"
installUiLevel,"96a7dd64-9118-11d1-aebc-0000f80367c1","AD Attribute"
instanceType,"bf96798c-0de6-11d0-a285-00aa003049e2","AD Attribute"
interSiteTopologyFailover,"b7c69e60-2cc7-11d2-854e-00a0c983f608","AD Attribute"
interSiteTopologyGenerator,"b7c69e5e-2cc7-11d2-854e-00a0c983f608","AD Attribute"
interSiteTopologyRenew,"b7c69e5f-2cc7-11d2-854e-00a0c983f608","AD Attribute"
internationalISDNNumber,"bf96798d-0de6-11d0-a285-00aa003049e2","AD Attribute"
invocationId,"bf96798e-0de6-11d0-a285-00aa003049e2","AD Attribute"
ipsecData,"b40ff81f-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecDataType,"b40ff81e-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecFilterReference,"b40ff823-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecID,"b40ff81d-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecISAKMPReference,"b40ff820-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecName,"b40ff81c-427a-11d1-a9c2-0000f80367c1","AD Attribute"
iPSECNegotiationPolicyAction,"07383075-91df-11d1-aebc-0000f80367c1","AD Attribute"
ipsecNegotiationPolicyReference,"b40ff822-427a-11d1-a9c2-0000f80367c1","AD Attribute"
iPSECNegotiationPolicyType,"07383074-91df-11d1-aebc-0000f80367c1","AD Attribute"
ipsecNFAReference,"b40ff821-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecOwnersReference,"b40ff824-427a-11d1-a9c2-0000f80367c1","AD Attribute"
ipsecPolicyReference,"b7b13118-b82e-11d0-afee-0000f80367c1","AD Attribute"
isCriticalSystemObject,"00fbf30d-91fe-11d1-aebc-0000f80367c1","AD Attribute"
isDefunct,"28630ebe-41d5-11d1-a9c1-0000f80367c1","AD Attribute"
isDeleted,"bf96798f-0de6-11d0-a285-00aa003049e2","AD Attribute"
isEphemeral,"f4c453f0-c5f1-11d1-bbcb-0080c76670c0","AD Attribute"
memberOf,"bf967991-0de6-11d0-a285-00aa003049e2","AD Attribute"
isMemberOfPartialAttributeSet,"19405b9d-3cfa-11d1-a9c0-0000f80367c1","AD Attribute"
isPrivilegeHolder,"19405b9c-3cfa-11d1-a9c0-0000f80367c1","AD Attribute"
isRecycled,"8fb59256-55f1-444b-aacb-f5b482fe3459","AD Attribute"
isSingleValued,"bf967992-0de6-11d0-a285-00aa003049e2","AD Attribute"
jpegPhoto,"bac80572-09c4-4fa9-9ae6-7628d7adbe0e","AD Attribute"
keywords,"bf967993-0de6-11d0-a285-00aa003049e2","AD Attribute"
knowledgeInformation,"1677581f-47f3-11d1-a9c3-0000f80367c1","AD Attribute"
labeledURI,"c569bb46-c680-44bc-a273-e6c227d71b45","AD Attribute"
lastBackupRestorationTime,"1fbb0be8-ba63-11d0-afef-0000f80367c1","AD Attribute"
lastContentIndexed,"bf967995-0de6-11d0-a285-00aa003049e2","AD Attribute"
lastKnownParent,"52ab8670-5709-11d1-a9c6-0000f80367c1","AD Attribute"
lastLogoff,"bf967996-0de6-11d0-a285-00aa003049e2","AD Attribute"
lastLogon,"bf967997-0de6-11d0-a285-00aa003049e2","AD Attribute"
lastLogonTimestamp,"c0e20a04-0e5a-4ff3-9482-5efeaecd7060","AD Attribute"
lastSetTime,"bf967998-0de6-11d0-a285-00aa003049e2","AD Attribute"
lastUpdateSequence,"7d6c0e9c-7e20-11d0-afd6-00c04fd930c9","AD Attribute"
lDAPAdminLimits,"7359a352-90f7-11d1-aebc-0000f80367c1","AD Attribute"
lDAPDisplayName,"bf96799a-0de6-11d0-a285-00aa003049e2","AD Attribute"
lDAPIPDenyList,"7359a353-90f7-11d1-aebc-0000f80367c1","AD Attribute"
legacyExchangeDN,"28630ebc-41d5-11d1-a9c1-0000f80367c1","AD Attribute"
linkID,"bf96799b-0de6-11d0-a285-00aa003049e2","AD Attribute"
linkTrackSecret,"2ae80fe2-47b4-11d0-a1a4-00c04fd930c9","AD Attribute"
lmPwdHistory,"bf96799d-0de6-11d0-a285-00aa003049e2","AD Attribute"
localPolicyFlags,"bf96799e-0de6-11d0-a285-00aa003049e2","AD Attribute"
localPolicyReference,"80a67e4d-9f22-11d0-afdd-00c04fd930c9","AD Attribute"
localeID,"bf9679a1-0de6-11d0-a285-00aa003049e2","AD Attribute"
l,"bf9679a2-0de6-11d0-a285-00aa003049e2","AD Attribute"
localizedDescription,"d9e18316-8939-11d1-aebc-0000f80367c1","AD Attribute"
localizationDisplayId,"a746f0d1-78d0-11d2-9916-0000f87a57d4","AD Attribute"
location,"09dcb79f-165f-11d0-a064-00aa006c33ed","AD Attribute"
lockOutObservationWindow,"bf9679a4-0de6-11d0-a285-00aa003049e2","AD Attribute"
lockoutDuration,"bf9679a5-0de6-11d0-a285-00aa003049e2","AD Attribute"
lockoutThreshold,"bf9679a6-0de6-11d0-a285-00aa003049e2","AD Attribute"
lockoutTime,"28630ebf-41d5-11d1-a9c1-0000f80367c1","AD Attribute"
thumbnailLogo,"bf9679a9-0de6-11d0-a285-00aa003049e2","AD Attribute"
logonCount,"bf9679aa-0de6-11d0-a285-00aa003049e2","AD Attribute"
logonHours,"bf9679ab-0de6-11d0-a285-00aa003049e2","AD Attribute"
logonWorkstation,"bf9679ac-0de6-11d0-a285-00aa003049e2","AD Attribute"
lSACreationTime,"bf9679ad-0de6-11d0-a285-00aa003049e2","AD Attribute"
lSAModifiedCount,"bf9679ae-0de6-11d0-a285-00aa003049e2","AD Attribute"
machineArchitecture,"bf9679af-0de6-11d0-a285-00aa003049e2","AD Attribute"
machinePasswordChangeInterval,"c9b6358e-bb38-11d0-afef-0000f80367c1","AD Attribute"
machineRole,"bf9679b2-0de6-11d0-a285-00aa003049e2","AD Attribute"
machineWidePolicy,"80a67e4f-9f22-11d0-afdd-00c04fd930c9","AD Attribute"
managedBy,"0296c120-40da-11d1-a9c0-0000f80367c1","AD Attribute"
managedObjects,"0296c124-40da-11d1-a9c0-0000f80367c1","AD Attribute"
manager,"bf9679b5-0de6-11d0-a285-00aa003049e2","AD Attribute"
mAPIID,"bf9679b7-0de6-11d0-a285-00aa003049e2","AD Attribute"
marshalledInterface,"bf9679b9-0de6-11d0-a285-00aa003049e2","AD Attribute"
masteredBy,"e48e64e0-12c9-11d3-9102-00c04fd91ab1","AD Attribute"
maxPwdAge,"bf9679bb-0de6-11d0-a285-00aa003049e2","AD Attribute"
maxRenewAge,"bf9679bc-0de6-11d0-a285-00aa003049e2","AD Attribute"
maxStorage,"bf9679bd-0de6-11d0-a285-00aa003049e2","AD Attribute"
maxTicketAge,"bf9679be-0de6-11d0-a285-00aa003049e2","AD Attribute"
mayContain,"bf9679bf-0de6-11d0-a285-00aa003049e2","AD Attribute"
meetingAdvertiseScope,"11b6cc8b-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingApplication,"11b6cc83-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingBandwidth,"11b6cc92-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingBlob,"11b6cc93-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingContactInfo,"11b6cc87-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingDescription,"11b6cc7e-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingEndTime,"11b6cc91-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingID,"11b6cc7c-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingIP,"11b6cc89-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingIsEncrypted,"11b6cc8e-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingKeyword,"11b6cc7f-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingLanguage,"11b6cc84-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingLocation,"11b6cc80-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingMaxParticipants,"11b6cc85-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingName,"11b6cc7d-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingOriginator,"11b6cc86-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingOwner,"11b6cc88-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingProtocol,"11b6cc81-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingRating,"11b6cc8d-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingRecurrence,"11b6cc8f-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingScope,"11b6cc8a-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingStartTime,"11b6cc90-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingType,"11b6cc82-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
meetingURL,"11b6cc8c-48c4-11d1-a9c3-0000f80367c1","AD Attribute"
member,"bf9679c0-0de6-11d0-a285-00aa003049e2","AD Attribute"
mhsORAddress,"0296c122-40da-11d1-a9c0-0000f80367c1","AD Attribute"
minPwdAge,"bf9679c2-0de6-11d0-a285-00aa003049e2","AD Attribute"
minPwdLength,"bf9679c3-0de6-11d0-a285-00aa003049e2","AD Attribute"
minTicketAge,"bf9679c4-0de6-11d0-a285-00aa003049e2","AD Attribute"
modifiedCount,"bf9679c5-0de6-11d0-a285-00aa003049e2","AD Attribute"
modifiedCountAtLastProm,"bf9679c6-0de6-11d0-a285-00aa003049e2","AD Attribute"
modifyTimeStamp,"9a7ad94a-ca53-11d1-bbd0-0080c76670c0","AD Attribute"
moniker,"bf9679c7-0de6-11d0-a285-00aa003049e2","AD Attribute"
monikerDisplayName,"bf9679c8-0de6-11d0-a285-00aa003049e2","AD Attribute"
moveTreeState,"1f2ac2c8-3b71-11d2-90cc-00c04fd91ab1","AD Attribute"
"msCOM-DefaultPartitionLink","998b10f7-aa1a-4364-b867-753d197fe670","AD Attribute"
"msCOM-ObjectId","430f678b-889f-41f2-9843-203b5a65572f","AD Attribute"
"msCOM-PartitionLink","09abac62-043f-4702-ac2b-6ca15eee5754","AD Attribute"
"msCOM-PartitionSetLink","67f121dc-7d02-4c7d-82f5-9ad4c950ac34","AD Attribute"
"msCOM-UserLink","9e6f3a4d-242c-4f37-b068-36b57f9fc852","AD Attribute"
"msCOM-UserPartitionSetLink","8e940c8a-e477-4367-b08d-ff2ff942dcd7","AD Attribute"
"msDRM-IdentityCertificate","e85e1204-3434-41ad-9b56-e2901228fff0","AD Attribute"
"msDS-AdditionalDnsHostName","80863791-dbe9-4eb8-837e-7f0ab55d9ac7","AD Attribute"
"msDS-AdditionalSamAccountName","975571df-a4d5-429a-9f59-cdc6581d91e6","AD Attribute"
"msDS-AllUsersTrustQuota","d3aa4a5c-4e03-4810-97aa-2b339e7a434b","AD Attribute"
"msDS-AllowedDNSSuffixes","8469441b-9ac4-4e45-8205-bd219dbf672d","AD Attribute"
"msDS-AllowedToDelegateTo","800d94d7-b7a1-42a1-b14d-7cae1423d07f","AD Attribute"
"msDS-Auxiliary-Classes","c4af1073-ee50-4be0-b8c0-89a41fe99abe","AD Attribute"
"msDS-Approx-Immed-Subordinates","e185d243-f6ce-4adb-b496-b0c005d7823c","AD Attribute"
"msDS-AuthenticatedAtDC","3e1ee99c-6604-4489-89d9-84798a89515a","AD Attribute"
"msDS-AuthenticatedToAccountlist","e8b2c971-a6df-47bc-8d6f-62770d527aa5","AD Attribute"
"msDS-AzApplicationData","503fc3e8-1cc6-461a-99a3-9eee04f402a7","AD Attribute"
"msDS-AzApplicationName","db5b0728-6208-4876-83b7-95d3e5695275","AD Attribute"
"msDS-AzApplicationVersion","7184a120-3ac4-47ae-848f-fe0ab20784d4","AD Attribute"
"msDS-AzBizRule","33d41ea8-c0c9-4c92-9494-f104878413fd","AD Attribute"
"msDS-AzBizRuleLanguage","52994b56-0e6c-4e07-aa5c-ef9d7f5a0e25","AD Attribute"
"msDS-AzClassId","013a7277-5c2d-49ef-a7de-b765b36a3f6f","AD Attribute"
"msDS-AzDomainTimeout","6448f56a-ca70-4e2e-b0af-d20e4ce653d0","AD Attribute"
"msDS-AzGenerateAudits","f90abab0-186c-4418-bb85-88447c87222a","AD Attribute"
"msDS-AzLastImportedBizRulePath","665acb5c-bb92-4dbc-8c59-b3638eab09b3","AD Attribute"
"msDS-AzLDAPQuery","5e53368b-fc94-45c8-9d7d-daf31ee7112d","AD Attribute"
"msDS-AzMajorVersion","cfb9adb7-c4b7-4059-9568-1ed9db6b7248","AD Attribute"
"msDS-AzMinorVersion","ee85ed93-b209-4788-8165-e702f51bfbf3","AD Attribute"
"msDS-AzOperationID","a5f3b553-5d76-4cbe-ba3f-4312152cab18","AD Attribute"
"msDS-AzScopeName","515a6b06-2617-4173-8099-d5605df043c6","AD Attribute"
"msDS-AzScriptEngineCacheMax","2629f66a-1f95-4bf3-a296-8e9d7b9e30c8","AD Attribute"
"msDS-AzScriptTimeout","87d0fb41-2c8b-41f6-b972-11fdfd50d6b0","AD Attribute"
"msDS-AzTaskIsRoleDefinition","7b078544-6c82-4fe9-872f-ff48ad2b2e26","AD Attribute"
"msDS-AzObjectGuid","8491e548-6c38-4365-a732-af041569b02c","AD Attribute"
"msDS-AzGenericData","b5f7e349-7a5b-407c-a334-a31c3f538b98","AD Attribute"
"msDS-Behavior-Version","d31a8757-2447-4545-8081-3bb610cacbf2","AD Attribute"
"msDS-ByteArray","f0d8972e-dd5b-40e5-a51d-044c7c17ece7","AD Attribute"
"msDS-Cached-Membership","69cab008-cdd4-4bc9-bab8-0ff37efe1b20","AD Attribute"
"msDS-Cached-Membership-Time-Stamp","3566bf1f-beee-4dcb-8abe-ef89fcfec6c1","AD Attribute"
"mS-DS-ConsistencyGuid","23773dc2-b63a-11d2-90e1-00c04fd91ab1","AD Attribute"
"mS-DS-ConsistencyChildCount","178b7bc2-b63a-11d2-90e1-00c04fd91ab1","AD Attribute"
"mS-DS-CreatorSID","c5e60132-1480-11d3-91c1-0000f87a57d4","AD Attribute"
"msDS-DateTime","234fcbd8-fb52-4908-a328-fd9f6e58e403","AD Attribute"
"msDS-DefaultQuota","6818f726-674b-441b-8a3a-f40596374cea","AD Attribute"
"msDS-DeletedObjectLifetime","a9b38cb6-189a-4def-8a70-0fcfa158148e","AD Attribute"
"msDS-DnsRootAlias","2143acca-eead-4d29-b591-85fa49ce9173","AD Attribute"
"msDS-EnabledFeature","5706aeaf-b940-4fb2-bcfc-5268683ad9fe","AD Attribute"
"msDS-EnabledFeatureBL","ce5b01bc-17c6-44b8-9dc1-a9668b00901b","AD Attribute"
"msDS-Entry-Time-To-Die","e1e9bad7-c6dd-4101-a843-794cec85b038","AD Attribute"
"msDS-ExecuteScriptPassword","9d054a5a-d187-46c1-9d85-42dfc44a56dd","AD Attribute"
"msDS-ExternalKey","b92fd528-38ac-40d4-818d-0433380837c1","AD Attribute"
"msDS-ExternalStore","604877cd-9cdb-47c7-b03d-3daadb044910","AD Attribute"
"msDS-OptionalFeatureGUID","9b88bda8-dd82-4998-a91d-5f2d2baf1927","AD Attribute"
"msDS-FilterContainers","fb00dcdf-ac37-483a-9c12-ac53a6603033","AD Attribute"
"msDS-HasInstantiatedNCs","11e9a5bc-4517-4049-af9c-51554fb0fc09","AD Attribute"
"msDS-HasDomainNCs","6f17e347-a842-4498-b8b3-15e007da4fed","AD Attribute"
"msDS-hasMasterNCs","ae2de0e2-59d7-4d47-8d47-ed4dfe4357ad","AD Attribute"
"msDS-HostServiceAccount","80641043-15a2-40e1-92a2-8ca866f70776","AD Attribute"
"msDS-HostServiceAccountBL","79abe4eb-88f3-48e7-89d6-f4bc7e98c331","AD Attribute"
"msDS-Integer","7bc64cea-c04e-4318-b102-3e0729371a65","AD Attribute"
"msDS-IntId","bc60096a-1b47-4b30-8877-602c93f56532","AD Attribute"
"msDS-IsPossibleValuesPresent","6fabdcda-8c53-204f-b1a4-9df0c67c1eb4","AD Attribute"
"msDS-isGC","1df5cf33-0fe5-499e-90e1-e94b42718a46","AD Attribute"
"msDS-isRODC","a8e8aa23-3e67-4af1-9d7a-2f1a1d633ac9","AD Attribute"
"msDS-LastKnownRDN","8ab15858-683e-466d-877f-d640e1f9a611","AD Attribute"
"msDS-KeyVersionNumber","c523e9c0-33b5-4ac8-8923-b57b927f42f6","AD Attribute"
"msDS-LogonTimeSyncInterval","ad7940f8-e43a-4a42-83bc-d688e59ea605","AD Attribute"
"msDs-masteredBy","60234769-4819-4615-a1b2-49d2f119acb5","AD Attribute"
"msDS-MaximumPasswordAge","fdd337f5-4999-4fce-b252-8ff9c9b43875","AD Attribute"
"msDS-MinimumPasswordAge","2a74f878-4d9c-49f9-97b3-6767d1cbd9a3","AD Attribute"
"msDS-MinimumPasswordLength","b21b3439-4c3a-441c-bb5f-08f20e9b315e","AD Attribute"
"msDS-OIDToGroupLink","f9c9a57c-3941-438d-bebf-0edaf2aca187","AD Attribute"
"msDS-OIDToGroupLinkBl","1a3d0d20-5844-4199-ad25-0f5039a76ada","AD Attribute"
"msDS-PasswordHistoryLength","fed81bb7-768c-4c2f-9641-2245de34794d","AD Attribute"
"msDS-PasswordComplexityEnabled","db68054b-c9c3-4bf0-b15b-0fb52552a610","AD Attribute"
"msDS-PasswordReversibleEncryptionEnabled","75ccdd8f-af6c-4487-bb4b-69e4d38a959c","AD Attribute"
"msDS-LocalEffectiveDeletionTime","94f2800c-531f-4aeb-975d-48ac39fd8ca4","AD Attribute"
"msDS-LocalEffectiveRecycleTime","4ad6016b-b0d2-4c9b-93b6-5964b17b968c","AD Attribute"
"msDS-LockoutObservationWindow","b05bda89-76af-468a-b892-1be55558ecc8","AD Attribute"
"msDS-LockoutDuration","421f889a-472e-4fe4-8eb9-e1d0bc6071b2","AD Attribute"
"msDS-LockoutThreshold","b8c8c35e-4a19-4a95-99d0-69fe4446286f","AD Attribute"
"msDS-PSOAppliesTo","64c80f48-cdd2-4881-a86d-4e97b6f561fc","AD Attribute"
"msDS-PSOApplied","5e6cf031-bda8-43c8-aca4-8fee4127005b","AD Attribute"
"msDS-RequiredDomainBehaviorVersion","eadd3dfe-ae0e-4cc2-b9b9-5fe5b6ed2dd2","AD Attribute"
"msDS-RequiredForestBehaviorVersion","4beca2e8-a653-41b2-8fee-721575474bec","AD Attribute"
"msDS-ResultantPSO","b77ea093-88d0-4780-9a98-911f8e8b1dca","AD Attribute"
"msDS-PasswordSettingsPrecedence","456374ac-1f0a-4617-93cf-bc55a7c9d341","AD Attribute"
"msDs-MaxValues","d1e169a4-ebe9-49bf-8fcb-8aef3874592d","AD Attribute"
"msDS-MembersForAzRole","cbf7e6cd-85a4-4314-8939-8bfe80597835","AD Attribute"
"msDS-MembersForAzRoleBL","ececcd20-a7e0-4688-9ccf-02ece5e287f5","AD Attribute"
"msDS-NcType","5a2eacd7-cc2b-48cf-9d9a-b6f1a0024de9","AD Attribute"
"msDS-NonMembers","cafcb1de-f23c-46b5-adf7-1e64957bd5db","AD Attribute"
"msDS-NonMembersBL","2a8c68fc-3a7a-4e87-8720-fe77c51cbe74","AD Attribute"
"msDS-PhoneticFirstName","4b1cba4e-302f-4134-ac7c-f01f6c797843","AD Attribute"
"msDS-PhoneticLastName","f217e4ec-0836-4b90-88af-2f5d4bbda2bc","AD Attribute"
"msDS-PhoneticDepartment","6cd53daf-003e-49e7-a702-6fa896e7a6ef","AD Attribute"
"msDS-PhoneticCompanyName","5bd5208d-e5f4-46ae-a514-543bc9c47659","AD Attribute"
"msDS-PhoneticDisplayName","e21a94e4-2d66-4ce5-b30d-0ef87a776ff0","AD Attribute"
"msDS-HABSeniorityIndex","def449f1-fd3b-4045-98cf-d9658da788b5","AD Attribute"
"msDS-PromotionSettings","c881b4e2-43c0-4ebe-b9bb-5250aa9b434c","AD Attribute"
"msDS-SiteName","98a7f36d-3595-448a-9e6f-6b8965baed9c","AD Attribute"
"msDS-SupportedEncryptionTypes","20119867-1d04-4ab7-9371-cfc3d5df0afd","AD Attribute"
"msDS-TrustForestTrustInfo","29cc866e-49d3-4969-942e-1dbc0925d183","AD Attribute"
"msDS-TombstoneQuotaFactor","461744d7-f3b6-45ba-8753-fb9552a5df32","AD Attribute"
"msDS-TopQuotaUsage","7b7cce4f-f1f5-4bb6-b7eb-23504af19e75","AD Attribute"
"ms-DS-MachineAccountQuota","d064fb68-1480-11d3-91c1-0000f87a57d4","AD Attribute"
"msDS-ObjectReference","638ec2e8-22e7-409c-85d2-11b21bee72de","AD Attribute"
"msDS-ObjectReferenceBL","2b702515-c1f7-4b3b-b148-c0e4c6ceecb4","AD Attribute"
"msDS-OperationsForAzRole","93f701be-fa4c-43b6-bc2f-4dbea718ffab","AD Attribute"
"msDS-OperationsForAzRoleBL","f85b6228-3734-4525-b6b7-3f3bb220902c","AD Attribute"
"msDS-OperationsForAzTask","1aacb436-2e9d-44a9-9298-ce4debeb6ebf","AD Attribute"
"msDS-OperationsForAzTaskBL","a637d211-5739-4ed1-89b2-88974548bc59","AD Attribute"
"msDS-Other-Settings","79d2f34c-9d7d-42bb-838f-866b3e4400e2","AD Attribute"
"msDS-PrincipalName","564e9325-d057-c143-9e3b-4f9e5ef46f93","AD Attribute"
"msDS-QuotaAmount","fbb9a00d-3a8c-4233-9cf9-7189264903a1","AD Attribute"
"msDS-QuotaEffective","6655b152-101c-48b4-b347-e1fcebc60157","AD Attribute"
"msDS-QuotaTrustee","16378906-4ea5-49be-a8d1-bfd41dff4f65","AD Attribute"
"msDS-QuotaUsed","b5a84308-615d-4bb7-b05f-2f1746aa439f","AD Attribute"
"msDS-NCReplCursors","8a167ce4-f9e8-47eb-8d78-f7fe80abb2cc","AD Attribute"
"msDS-NCReplInboundNeighbors","9edba85a-3e9e-431b-9b1a-a5b6e9eda796","AD Attribute"
