displayName,guid,type
"msDS-NCReplOutboundNeighbors","855f2ef5-a1c5-4cc4-ba6d-32522848b61f","AD Attribute"
"msDS-NC-Replica-Locations","97de9615-b537-46bc-ac0f-10720f3909f3","AD Attribute"
"msDS-NC-RO-Replica-Locations","3df793df-9858-4417-a701-735a1ecebf74","AD Attribute"
"msDS-NC-RO-Replica-Locations-BL","f547511c-5b2a-44cc-8358-992a88258164","AD Attribute"
"msDS-Non-Security-Group-Extra-Classes","2de144fc-1f52-486f-bdf4-16fcc3084e54","AD Attribute"
"msDS-PerUserTrustQuota","d161adf0-ca24-4993-a3aa-8b2c981302e8","AD Attribute"
"msDS-PerUserTrustTombstonesQuota","8b70a6c6-50f9-4fa3-a71e-1ce03040449b","AD Attribute"
"msDS-Preferred-GC-Site","d921b50a-0ab2-42cd-87f6-09cf83a91854","AD Attribute"
"msDS-ReplAttributeMetaData","d7c53242-724e-4c39-9d4c-2df8c9d66c7a","AD Attribute"
"msDS-ReplValueMetaData","2f5c8145-e1bd-410b-8957-8bfa81d5acfd","AD Attribute"
"mS-DS-ReplicatesNCReason","0ea12b84-08b3-11d3-91bc-0000f87a57d4","AD Attribute"
"msDS-Replication-Notify-First-DSA-Delay","85abd4f4-0a89-4e49-bdec-6f35bb2562ba","AD Attribute"
"msDS-Replication-Notify-Subsequent-DSA-Delay","d63db385-dd92-4b52-b1d8-0d3ecc0e86b6","AD Attribute"
"msDS-ReplicationEpoch","08e3aa79-eb1c-45b5-af7b-8f94246c8e41","AD Attribute"
"msDS-RetiredReplNCSignatures","d5b35506-19d6-4d26-9afb-11357ac99b5e","AD Attribute"
"msDs-Schema-Extensions","b39a61be-ed07-4cab-9a4a-4963ed0141e1","AD Attribute"
"msDS-SDReferenceDomain","4c51e316-f628-43a5-b06b-ffb695fcb4f3","AD Attribute"
"msDS-Security-Group-Extra-Classes","4f146ae8-a4fe-4801-a731-f51848a4f4e4","AD Attribute"
"msDS-Settings","0e1b47d7-40a3-4b48-8d1b-4cac0c1cdf21","AD Attribute"
"msDS-Site-Affinity","c17c5602-bcb7-46f0-9656-6370ca884b72","AD Attribute"
"msDS-SPNSuffixes","789ee1eb-8c8e-4e4c-8cec-79b31b7617b5","AD Attribute"
"msDS-TasksForAzRole","35319082-8c4a-4646-9386-c2949d49894d","AD Attribute"
"msDS-TasksForAzRoleBL","a0dcd536-5158-42fe-8c40-c00a7ad37959","AD Attribute"
"msDS-TasksForAzTask","b11c8ee2-5fcd-46a7-95f0-f38333f096cf","AD Attribute"
"msDS-TasksForAzTaskBL","df446e52-b5fa-4ca2-a42f-13f98a526c8f","AD Attribute"
"msDS-User-Account-Control-Computed","2cc4b836-b63f-4940-8d23-ea7acf06af56","AD Attribute"
"msDS-UserPasswordExpiryTimeComputed","add5cf10-7b09-4449-9ae6-2534148f8a72","AD Attribute"
"msDS-UpdateScript","146eb639-bb9f-4fc1-a825-e29e00c77920","AD Attribute"
"msDS-SourceObjectDN","773e93af-d3b4-48d4-b3f9-06457602d3d0","AD Attribute"
"msDS-KrbTgtLink","778ff5c9-6f4e-4b74-856a-d68383313910","AD Attribute"
"msDS-RevealedUsers","185c7821-3749-443a-bd6a-288899071adb","AD Attribute"
"msDS-hasFullReplicaNCs","1d3c2d18-42d0-4868-99fe-0eca1e6fa9f3","AD Attribute"
"msDS-NeverRevealGroup","15585999-fd49-4d66-b25d-eeb96aba8174","AD Attribute"
"msDS-RevealOnDemandGroup","303d9f4a-1dd6-4b38-8fc5-33afe8c988ad","AD Attribute"
"msDS-SecondaryKrbTgtNumber","aa156612-2396-467e-ad6a-28d23fdb1865","AD Attribute"
"msDS-RevealedDSAs","94f6f2ac-c76d-4b5e-b71f-f332c3e93c22","AD Attribute"
"msDS-KrbTgtLinkBl","5dd68c41-bfdf-438b-9b5d-39d9618bf260","AD Attribute"
"msDS-IsFullReplicaFor","c8bc72e0-a6b4-48f0-94a5-fd76a88c9987","AD Attribute"
"msDS-IsDomainFor","ff155a2a-44e5-4de0-8318-13a58988de4f","AD Attribute"
"msDS-IsPartialReplicaFor","37c94ff6-c6d4-498f-b2f9-c6f7f8647809","AD Attribute"
"msDS-IsUserCachableAtRodc","fe01245a-341f-4556-951f-48c033a89050","AD Attribute"
"msDS-RevealedList","cbdad11c-7fec-387b-6219-3a0627d9af81","AD Attribute"
"msDS-RevealedListBL","aa1c88fd-b0f6-429f-b2ca-9d902266e808","AD Attribute"
"msDS-LastSuccessfulInteractiveLogonTime","011929e6-8b5d-4258-b64a-00b0b4949747","AD Attribute"
"msDS-LastFailedInteractiveLogonTime","c7e7dafa-10c3-4b8b-9acd-54f11063742e","AD Attribute"
"msDS-FailedInteractiveLogonCount","dc3ca86f-70ad-4960-8425-a4d6313d93dd","AD Attribute"
"msDS-FailedInteractiveLogonCountAtLastSuccessfulLogon","c5d234e5-644a-4403-a665-e26e0aef5e98","AD Attribute"
"msDS-USNLastSyncSuccess","31f7b8b6-c9f8-4f2d-a37b-58a823030331","AD Attribute"
"msDS-ValueTypeReference","78fc5d84-c1dc-3148-8984-58f792d41d3e","AD Attribute"
"msDS-ValueTypeReferenceBL","ab5543ad-23a1-3b45-b937-9b313d5474a8","AD Attribute"
"msDS-OptionalFeatureFlags","8a0560c1-97b9-4811-9db7-dc061598965b","AD Attribute"
"msds-tokenGroupNames","65650576-4699-4fc9-8d18-26e0cd0137a6","AD Attribute"
"msds-tokenGroupNamesGlobalAndUniversal","fa06d1f4-7922-4aad-b79c-b2201f54417c","AD Attribute"
"msds-tokenGroupNamesNoGCAcceptable","523fc6c8-9af4-4a02-9cd7-3dea129eeb27","AD Attribute"
msExchAssistantName,"a8df7394-c5ea-11d1-bbcb-0080c76670c0","AD Attribute"
msExchHouseIdentifier,"a8df7407-c5ea-11d1-bbcb-0080c76670c0","AD Attribute"
msExchLabeledURI,"16775820-47f3-11d1-a9c3-0000f80367c1","AD Attribute"
ownerBL,"bf9679f4-0de6-11d0-a285-00aa003049e2","AD Attribute"
"msFRS-Hub-Member","5643ff81-35b6-4ca9-9512-baf0bd0a2772","AD Attribute"
"msFRS-Topology-Pref","92aa27e0-5c50-402d-9ec1-ee847def9788","AD Attribute"
"msDFSR-Version","1a861408-38c3-49ea-ba75-85481a77c655","AD Attribute"
"msDFSR-Extension","78f011ec-a766-4b19-adcf-7b81ed781a4d","AD Attribute"
"msDFSR-RootPath","d7d5e8c1-e61f-464f-9fcf-20bbe0a2ec54","AD Attribute"
"msDFSR-RootSizeInMb","90b769ac-4413-43cf-ad7a-867142e740a3","AD Attribute"
"msDFSR-StagingPath","86b9a69e-f0a6-405d-99bb-77d977992c2a","AD Attribute"
"msDFSR-StagingSizeInMb","250a8f20-f6fc-4559-ae65-e4b24c67aebe","AD Attribute"
"msDFSR-ConflictPath","5cf0bcc8-60f7-4bff-bda6-aea0344eb151","AD Attribute"
"msDFSR-ConflictSizeInMb","9ad33fc9-aacf-4299-bb3e-d1fc6ea88e49","AD Attribute"
"msDFSR-Enabled","03726ae7-8e7d-4446-8aae-a91657c00993","AD Attribute"
"msDFSR-ReplicationGroupType","eeed0fc8-1001-45ed-80cc-bbf744930720","AD Attribute"
"msDFSR-TombstoneExpiryInMin","23e35d4c-e324-4861-a22f-e199140dae00","AD Attribute"
"msDFSR-FileFilter","d68270ac-a5dc-4841-a6ac-cd68be38c181","AD Attribute"
"msDFSR-DirectoryFilter","93c7b477-1f2e-4b40-b7bf-007e8d038ccf","AD Attribute"
"msDFSR-Schedule","4699f15f-a71f-48e2-9ff5-5897c0759205","AD Attribute"
"msDFSR-Keywords","048b4692-6227-4b67-a074-c4437083e14b","AD Attribute"
"msDFSR-Flags","fe515695-3f61-45c8-9bfa-19c148c57b09","AD Attribute"
"msDFSR-Options","d6d67084-c720-417d-8647-b696237a114c","AD Attribute"
"msDFSR-ContentSetGuid","1035a8e1-67a8-4c21-b7bb-031cdf99d7a0","AD Attribute"
"msDFSR-RdcEnabled","e3b44e05-f4a7-4078-a730-f48670a743f8","AD Attribute"
"msDFSR-RdcMinFileSizeInKb","f402a330-ace5-4dc1-8cc9-74d900bf8ae0","AD Attribute"
"msDFSR-DfsPath","2cc903e2-398c-443b-ac86-ff6b01eac7ba","AD Attribute"
"msDFSR-RootFence","51928e94-2cd8-4abe-b552-e50412444370","AD Attribute"
"msDFSR-ReplicationGroupGuid","2dad8796-7619-4ff8-966e-0a5cc67b287f","AD Attribute"
"msDFSR-DfsLinkTarget","f7b85ba9-3bf9-428f-aab4-2eee6d56f063","AD Attribute"
"msDFSR-MemberReference","261337aa-f1c3-44b2-bbea-c88d49e6f0c7","AD Attribute"
"msDFSR-ComputerReference","6c7b5785-3d21-41bf-8a8a-627941544d5a","AD Attribute"
"msDFSR-MemberReferenceBL","adde62c6-1880-41ed-bd3c-30b7d25e14f0","AD Attribute"
"msDFSR-ComputerReferenceBL","5eb526d7-d71b-44ae-8cc6-95460052e6ac","AD Attribute"
"msDFSR-Priority","eb20e7d6-32ad-42de-b141-16ad2631b01b","AD Attribute"
"msDFSR-DeletedPath","817cf0b8-db95-4914-b833-5a079ef65764","AD Attribute"
"msDFSR-DeletedSizeInMb","53ed9ad1-9975-41f4-83f5-0c061a12553a","AD Attribute"
"msDFSR-ReadOnly","5ac48021-e447-46e7-9d23-92c0c6a90dfb","AD Attribute"
"msDFSR-CachePolicy","db7a08e7-fc76-4569-a45f-f5ecb66a88b5","AD Attribute"
"msDFSR-MinDurationCacheInMin","4c5d607a-ce49-444a-9862-82a95f5d1fcc","AD Attribute"
"msDFSR-MaxAgeInCacheInMin","2ab0e48d-ac4e-4afc-83e5-a34240db6198","AD Attribute"
"msFVE-RecoveryPassword","43061ac1-c8ad-4ccc-b785-2bfac20fc60a","AD Attribute"
"msFVE-VolumeGuid","85e5a5cf-dcee-4075-9cfd-ac9db6a2f245","AD Attribute"
"msFVE-KeyPackage","1fd55ea8-88a7-47dc-8129-0daa97186a54","AD Attribute"
"msFVE-RecoveryGuid","f76909bc-e678-47a0-b0b3-f86a0044c06d","AD Attribute"
"msTPM-OwnerInformation","aa4e1a6d-550d-4e05-8c35-4afcb917a9fe","AD Attribute"
"msieee80211-Data","0e0d0938-2658-4580-a9f6-7a0ac7b566cb","AD Attribute"
"msieee80211-DataType","6558b180-35da-4efe-beed-521f8f48cafb","AD Attribute"
"msieee80211-ID","7f73ef75-14c9-4c23-81de-dd07a06f9e8b","AD Attribute"
"msIIS-FTPDir","8a5c99e9-2230-46eb-b8e8-e59d712eb9ee","AD Attribute"
"msIIS-FTPRoot","2a7827a4-1483-49a5-9d84-52e3812156b4","AD Attribute"
"msImaging-PSPIdentifier","51583ce9-94fa-4b12-b990-304c35b18595","AD Attribute"
"msImaging-PSPString","7b6760ae-d6ed-44a6-b6be-9de62c09ec67","AD Attribute"
"ms-net-ieee-80211-GP-PolicyGUID","35697062-1eaf-448b-ac1e-388e0be4fdee","AD Attribute"
"ms-net-ieee-80211-GP-PolicyData","9c1495a5-4d76-468e-991e-1433b0a67855","AD Attribute"
"ms-net-ieee-80211-GP-PolicyReserved","0f69c62e-088e-4ff5-a53a-e923cec07c0a","AD Attribute"
"ms-net-ieee-8023-GP-PolicyGUID","94a7b05a-b8b2-4f59-9c25-39e69baa1684","AD Attribute"
"ms-net-ieee-8023-GP-PolicyData","8398948b-7457-4d91-bd4d-8d7ed669c9f7","AD Attribute"
"ms-net-ieee-8023-GP-PolicyReserved","d3c527c7-2606-4deb-8cfd-18426feec8ce","AD Attribute"
"msPKI-Cert-Template-OID","3164c36a-ba26-468c-8bda-c1e5cc256728","AD Attribute"
"msPKI-Certificate-Application-Policy","dbd90548-aa37-4202-9966-8c537ba5ce32","AD Attribute"
"msPKI-Certificate-Name-Flag","ea1dddc4-60ff-416e-8cc0-17cee534bce7","AD Attribute"
"msPKI-Certificate-Policy","38942346-cc5b-424b-a7d8-6ffd12029c5f","AD Attribute"
"msPKI-CredentialRoamingTokens","b7ff5a38-0818-42b0-8110-d3d154c97f24","AD Attribute"
"msPKI-Enrollment-Flag","d15ef7d8-f226-46db-ae79-b34e560bd12c","AD Attribute"
"msPKI-Enrollment-Servers","f22bd38f-a1d0-4832-8b28-0331438886a6","AD Attribute"
"msPKI-Minimal-Key-Size","e96a63f5-417f-46d3-be52-db7703c503df","AD Attribute"
"msPKI-OID-Attribute","8c9e1288-5028-4f4f-a704-76d026f246ef","AD Attribute"
"msPKI-OID-CPS","5f49940e-a79f-4a51-bb6f-3d446a54dc6b","AD Attribute"
"msPKI-OIDLocalizedName","7d59a816-bb05-4a72-971f-5c1331f67559","AD Attribute"
"msPKI-OID-User-Notice","04c4da7a-e114-4e69-88de-e293f2d3b395","AD Attribute"
"msPKI-Private-Key-Flag","bab04ac2-0435-4709-9307-28380e7c7001","AD Attribute"
"msPKI-Site-Name","0cd8711f-0afc-4926-a4b1-09b08d3d436c","AD Attribute"
"msPKI-Supersede-Templates","9de8ae7d-7a5b-421d-b5e4-061f79dfd5d7","AD Attribute"
"msPKI-Template-Minor-Revision","13f5236c-1884-46b1-b5d0-484e38990d58","AD Attribute"
"msPKI-Template-Schema-Version","0c15e9f5-491d-4594-918f-32813a091da9","AD Attribute"
"msPKI-RA-Application-Policies","3c91fbbf-4773-4ccd-a87b-85d53e7bcf6a","AD Attribute"
"msPKI-RA-Policies","d546ae22-0951-4d47-817e-1c9f96faad46","AD Attribute"
"msPKI-RA-Signature","fe17e04b-937d-4f7e-8e0e-9292c8d5683e","AD Attribute"
msPKIRoamingTimeStamp,"6617e4ac-a2f1-43ab-b60c-11fbd1facf05","AD Attribute"
msPKIDPAPIMasterKeys,"b3f93023-9239-4f7c-b99c-6745d87adbc2","AD Attribute"
msPKIAccountCredentials,"b8dfa744-31dc-4ef1-ac7c-84baf7ef9da7","AD Attribute"
msRRASAttribute,"f39b98ad-938d-11d1-aebd-0000f80367c1","AD Attribute"
msRRASVendorAttributeEntry,"f39b98ac-938d-11d1-aebd-0000f80367c1","AD Attribute"
"msRADIUS-FramedInterfaceId","a6f24a23-d65c-4d65-a64f-35fb6873c2b9","AD Attribute"
"msRADIUS-SavedFramedInterfaceId","a4da7289-92a3-42e5-b6b6-dad16d280ac9","AD Attribute"
"msRADIUS-FramedIpv6Prefix","f63ed610-d67c-494d-87be-cd1e24359a38","AD Attribute"
"msRADIUS-SavedFramedIpv6Prefix","0965a062-b1e1-403b-b48d-5c0eb0e952cc","AD Attribute"
"msRADIUS-FramedIpv6Route","5a5aa804-3083-4863-94e5-018a79a22ec0","AD Attribute"
"msRADIUS-SavedFramedIpv6Route","9666bb5c-df9d-4d41-b437-2eec7e27c9b3","AD Attribute"
"mS-SQL-Name","3532dfd8-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-RegisteredOwner","48fd44ea-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Contact","4f6cbdd8-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Location","561c9644-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Memory","5b5d448c-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Build","603e94c4-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-ServiceAccount","64933a3e-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-CharacterSet","696177a6-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-SortOrder","6ddc42c0-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-UnicodeSortOrder","72dc918a-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Clustered","7778bd90-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-NamedPipe","7b91c840-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-MultiProtocol","8157fa38-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-SPX","86b08004-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-TCPIP","8ac263a6-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-AppleTalk","8fda89f4-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Vines","94c56394-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Status","9a7d4770-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-LastUpdatedDate","9fcc43d4-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-InformationURL","a42cd510-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-ConnectionURL","a92d23da-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-PublicationURL","ae0c11b8-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-GPSLatitude","b222ba0e-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-GPSLongitude","b7577c94-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-GPSHeight","bcdd4f0e-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Version","c07cc1d0-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Language","c57f72f4-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Description","8386603c-ccef-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Type","ca48eba8-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-InformationDirectory","d0aedb2e-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Database","d5a0dbdc-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-AllowAnonymousSubscription","db77be4a-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Alias","e0c6baae-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Size","e9098084-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-CreationDate","ede14754-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-LastBackupDate","f2b6abca-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-LastDiagnosticDate","f6d6dd88-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Applications","fbcda2ea-ccee-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Keywords","01e9a98a-ccef-11d2-9993-0000f87a57d4","AD Attribute"
"mS-SQL-Publisher","c1676858-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"mS-SQL-AllowKnownPullSubscription","c3bb7054-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"mS-SQL-AllowImmediateUpdatingSubscription","c4186b6e-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"mS-SQL-AllowQueuedUpdatingSubscription","c458ca80-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"mS-SQL-AllowSnapshotFilesFTPDownloading","c49b8be8-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"mS-SQL-ThirdParty","c4e311fc-d34b-11d2-999a-0000f87a57d4","AD Attribute"
"msTAPI-ConferenceBlob","4cc4601e-7201-4141-abc8-3e529ae88863","AD Attribute"
"msTAPI-IpAddress","efd7d7f7-178e-4767-87fa-f8a16b840544","AD Attribute"
"msTAPI-ProtocolId","89c1ebcf-7a5f-41fd-99ca-c900b32299ab","AD Attribute"
"msTAPI-uid","70a4e7ea-b3b9-4643-8918-e6dd2471bfd4","AD Attribute"
"msWMI-Author","6366c0c1-6972-4e66-b3a5-1d52ad0c0547","AD Attribute"
"msWMI-ChangeDate","f9cdf7a0-ec44-4937-a79b-cd91522b3aa8","AD Attribute"
"msWMI-Class","90c1925f-4a24-4b07-b202-be32eb3c8b74","AD Attribute"
"msWMI-ClassDefinition","2b9c0ebc-c272-45cb-99d2-4d0e691632e0","AD Attribute"
"msWMI-CreationDate","748b0a2e-3351-4b3f-b171-2f17414ea779","AD Attribute"
"msWMI-Genus","50c8673a-8f56-4614-9308-9e1340fb9af3","AD Attribute"
"msWMI-ID","9339a803-94b8-47f7-9123-a853b9ff7e45","AD Attribute"
"msWMI-IntDefault","1b0c07f8-76dd-4060-a1e1-70084619dc90","AD Attribute"
"msWMI-intFlags1","18e006b9-6445-48e3-9dcf-b5ecfbc4df8e","AD Attribute"
"msWMI-intFlags2","075a42c9-c55a-45b1-ac93-eb086b31f610","AD Attribute"
"msWMI-intFlags3","f29fa736-de09-4be4-b23a-e734c124bacc","AD Attribute"
"msWMI-intFlags4","bd74a7ac-c493-4c9c-bdfa-5c7b119ca6b2","AD Attribute"
"msWMI-IntMax","fb920c2c-f294-4426-8ac1-d24b42aa2bce","AD Attribute"
"msWMI-IntMin","68c2e3ba-9837-4c70-98e0-f0c33695d023","AD Attribute"
"msWMI-IntValidValues","6af565f6-a749-4b72-9634-3c5d47e6b4e0","AD Attribute"
"msWMI-Int8Default","f4d8085a-8c5b-4785-959b-dc585566e445","AD Attribute"
"msWMI-Int8Max","e3d8b547-003d-4946-a32b-dc7cedc96b74","AD Attribute"
"msWMI-Int8Min","ed1489d1-54cc-4066-b368-a00daa2664f1","AD Attribute"
"msWMI-Int8ValidValues","103519a9-c002-441b-981a-b0b3e012c803","AD Attribute"
"msWMI-Mof","6736809f-2064-443e-a145-81262b1f1366","AD Attribute"
"msWMI-Name","c6c8ace5-7e81-42af-ad72-77412c5941c4","AD Attribute"
"msWMI-NormalizedClass","eaba628f-eb8e-4fe9-83fc-693be695559b","AD Attribute"
"msWMI-Parm1","27e81485-b1b0-4a8b-bedd-ce19a837e26e","AD Attribute"
"msWMI-Parm2","0003508e-9c42-4a76-a8f4-38bf64bab0de","AD Attribute"
"msWMI-Parm3","45958fb6-52bd-48ce-9f9f-c2712d9f2bfc","AD Attribute"
"msWMI-Parm4","3800d5a3-f1ce-4b82-a59a-1528ea795f59","AD Attribute"
"msWMI-PropertyName","ab920883-e7f8-4d72-b4a0-c0449897509d","AD Attribute"
"msWMI-Query","65fff93e-35e3-45a3-85ae-876c6718297f","AD Attribute"
"msWMI-QueryLanguage","7d3cfa98-c17b-4254-8bd7-4de9b932a345","AD Attribute"
"msWMI-ScopeGuid","87b78d51-405f-4b7f-80ed-2bd28786f48d","AD Attribute"
"msWMI-SourceOrganization","34f7ed6c-615d-418d-aa00-549a7d7be03e","AD Attribute"
"msWMI-StringDefault","152e42b6-37c5-4f55-ab48-1606384a9aea","AD Attribute"
"msWMI-StringValidValues","37609d31-a2bf-4b58-8f53-2b64e57a076d","AD Attribute"
"msWMI-TargetClass","95b6d8d6-c9e8-4661-a2bc-6a5cabc04c62","AD Attribute"
"msWMI-TargetNameSpace","1c4ab61f-3420-44e5-849d-8b5dbf60feb7","AD Attribute"
"msWMI-TargetObject","c44f67a5-7de5-4a1f-92d9-662b57364b77","AD Attribute"
"msWMI-TargetPath","5006a79a-6bfe-4561-9f52-13cf4dd3e560","AD Attribute"
"msWMI-TargetType","ca2a281e-262b-4ff7-b419-bc123352a4e9","AD Attribute"
mscopeId,"963d2751-48be-11d1-a9c3-0000f80367c1","AD Attribute"
msiFileList,"7bfdcb7d-4807-11d1-a9c3-0000f80367c1","AD Attribute"
msiScript,"d9e18313-8939-11d1-aebc-0000f80367c1","AD Attribute"
msiScriptName,"96a7dd62-9118-11d1-aebc-0000f80367c1","AD Attribute"
msiScriptPath,"bf967937-0de6-11d0-a285-00aa003049e2","AD Attribute"
msiScriptSize,"96a7dd63-9118-11d1-aebc-0000f80367c1","AD Attribute"
mSMQAuthenticate,"9a0dc326-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQBasePriority,"9a0dc323-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQComputerType,"9a0dc32e-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQComputerTypeEx,"18120de8-f4c4-4341-bd95-32eb5bcf7c80","AD Attribute"
mSMQCost,"9a0dc33a-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQCSPName,"9a0dc334-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQDependentClientService,"2df90d83-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQDependentClientServices,"2df90d76-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQDigests,"9a0dc33c-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQDigestsMig,"0f71d8e0-da3b-11d1-90a5-00c04fd91ab1","AD Attribute"
mSMQDsService,"2df90d82-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQDsServices,"2df90d78-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQEncryptKey,"9a0dc331-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQForeign,"9a0dc32f-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQInRoutingServers,"9a0dc32c-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQInterval1,"8ea825aa-3b7b-11d2-90cc-00c04fd91ab1","AD Attribute"
mSMQInterval2,"99b88f52-3b7b-11d2-90cc-00c04fd91ab1","AD Attribute"
mSMQJournal,"9a0dc321-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQJournalQuota,"9a0dc324-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQLabel,"9a0dc325-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQLabelEx,"4580ad25-d407-48d2-ad24-43e6e56793d7","AD Attribute"
mSMQLongLived,"9a0dc335-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQMigrated,"9a0dc33f-c100-11d1-bbc5-0080c76670c0","AD Attribute"
"MSMQ-MulticastAddress","1d2f4412-f10d-4337-9b48-6e5b125cd265","AD Attribute"
mSMQNameStyle,"9a0dc333-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQNt4Flags,"eb38a158-d57f-11d1-90a2-00c04fd91ab1","AD Attribute"
mSMQNt4Stub,"6f914be6-d57e-11d1-90a2-00c04fd91ab1","AD Attribute"
mSMQOSType,"9a0dc330-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQOutRoutingServers,"9a0dc32b-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQOwnerID,"9a0dc328-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQPrevSiteGates,"2df90d75-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQPrivacyLevel,"9a0dc327-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQQMID,"9a0dc33e-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQQueueJournalQuota,"8e441266-d57f-11d1-90a2-00c04fd91ab1","AD Attribute"
mSMQQueueNameExt,"2df90d87-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQQueueQuota,"3f6b8e12-d57f-11d1-90a2-00c04fd91ab1","AD Attribute"
mSMQQueueType,"9a0dc320-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQQuota,"9a0dc322-c100-11d1-bbc5-0080c76670c0","AD Attribute"
"msMQ-Recipient-FormatName","3bfe6748-b544-485a-b067-1b310c4334bf","AD Attribute"
mSMQRoutingService,"2df90d81-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
mSMQRoutingServices,"2df90d77-009f-11d2-aa4c-00c04fd7d83a","AD Attribute"
"MSMQ-SecuredSource","8bf0221b-7a06-4d63-91f0-1499941813d3","AD Attribute"
mSMQServiceType,"9a0dc32d-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQServices,"9a0dc33d-c100-11d1-bbc5-0080c76670c0","AD Attribute"
mSMQSignCertificates,"9a0dc33b-c100-11d1-bbc5-0080c76670c0","AD Attribute"
